bbl,rs_units_19,rs_units_20,rs_units_21,total_units_19,total_units_20,total_units_21,boro,cd,ct_10,year_built,bldg_class,rs_share_19,rs_share_20,rs_share_21
1017950018,16,16,16,16,16,16,1,111,0188,1910,C7,1,1,1
1017950020,16,16,16,16,16,16,1,111,0188,1900,C7,1,1,1
1017950021,10,10,10,10,10,10,1,111,0188,1900,C4,1,1,1
1017950022,10,10,10,10,10,10,1,111,0188,1900,C4,1,1,1
1017950024,13,13,13,13,13,13,1,111,0188,1900,C7,1,1,1
1017950028,9,9,9,9,9,9,1,111,0188,1900,C7,1,1,1
1017950029,9,9,9,18,18,18,1,111,0188,1900,C7,0.5,0.5,0.5
1017950033,18,18,18,18,18,18,1,111,0188,1910,C4,1,1,1
1017950053,5,5,3,18,18,18,1,111,0188,1900,C7,0.2777777777777778,0.2777777777777778,0.16666666666666666
1017960006,7,11,11,12,12,12,1,111,0194,1900,C4,0.5833333333333334,0.9166666666666666,0.9166666666666666
1017960022,10,10,10,10,10,10,1,111,0194,1900,C4,1,1,1
1017960023,8,6,6,8,8,8,1,111,0194,1900,C1,1,0.75,0.75
1017960024,4,4,4,6,6,6,1,111,0194,1900,S5,0.6666666666666666,0.6666666666666666,0.6666666666666666
1017960025,7,7,7,7,7,7,1,111,0194,1900,C7,1,1,1
1017960036,3,0,0,5,5,5,1,111,0194,1900,C4,0.6,0,0
1017960054,3,3,3,6,6,6,1,111,0194,1900,S5,0.5,0.5,0.5
1018020038,28,28,28,28,28,28,1,111,0242,1910,C7,1,1,1
1018020039,20,20,20,20,20,20,1,111,0242,1900,C4,1,1,1
1018020040,20,20,20,20,20,20,1,111,0242,1900,C4,1,1,1
1018020041,2,2,2,10,10,10,1,111,0242,1900,C4,0.2,0.2,0.2
1018020048,19,19,19,19,19,19,1,111,0242,1910,C4,1,1,1
1018060004,4,0,4,6,6,6,1,111,0178,1900,C4,0.6666666666666666,0,0.6666666666666666
1018060007,0,0,31,41,41,41,1,111,0178,1910,C4,0,0,0.7560975609756098
1018060023,2,2,2,9,9,9,1,111,0178,1900,C7,0.2222222222222222,0.2222222222222222,0.2222222222222222
1018060025,8,0,0,8,8,8,1,111,0178,1900,C4,1,0,0
1018060041,10,10,10,48,48,48,1,111,0178,1900,C4,0.20833333333333334,0.20833333333333334,0.20833333333333334
1018060047,6,6,6,6,6,6,1,111,0178,1900,C4,1,1,1
1018060049,1,0,1,8,8,8,1,111,0178,1900,C4,0.125,0,0.125
1018060129,9,0,0,10,10,10,1,111,0178,1900,C4,0.9,0,0
1018060145,9,8,8,9,9,9,1,111,0178,1900,C4,1,0.8888888888888888,0.8888888888888888
1018070028,22,21,21,22,22,22,1,111,0192,1910,C7,1,0.9545454545454546,0.9545454545454546
1018070035,1,1,1,8,8,8,1,111,0192,1900,C4,0.125,0.125,0.125
1018070041,12,12,12,12,12,12,1,111,0192,2008,D1,1,1,1
1018150038,0,34,34,35,35,35,1,111,0178,1906,C4,0,0.9714285714285714,0.9714285714285714
1018150046,7,0,0,7,7,7,1,111,0178,1900,C4,1,0,0
1018150049,0,0,8,8,8,8,1,111,0178,1900,C4,0,0,1
1018150104,9,0,0,9,9,9,1,111,0178,1900,C4,1,0,0
1018200017,15,15,15,44,44,44,1,110,0216,1920,D7,0.3409090909090909,0.3409090909090909,0.3409090909090909
1018200041,19,19,16,24,24,24,1,110,0216,1915,D1,0.7916666666666666,0.7916666666666666,0.6666666666666666
1018200051,9,0,0,20,20,20,1,110,0216,1900,C1,0.45,0,0
1018200053,2,0,0,10,10,10,1,110,0216,1900,C1,0.2,0,0
1018200054,4,0,0,10,10,10,1,110,0216,1900,C1,0.4,0,0
1018200055,16,16,16,16,16,16,1,110,0216,1900,C1,1,1,1
1018200058,18,18,18,18,18,18,1,110,0216,2006,D1,1,1,1
1018210002,15,15,15,15,15,15,1,110,0216,1900,C1,1,1,1
1018210004,15,15,15,15,15,15,1,110,0216,1900,C4,1,1,1
1018210008,10,10,10,10,10,10,1,110,0216,1900,C4,1,1,1
1018210009,10,10,10,10,10,10,1,110,0216,1900,C1,1,1,1
1018210011,4,3,3,21,21,21,1,110,0216,1900,C4,0.19047619047619047,0.14285714285714285,0.14285714285714285
1018210046,34,34,34,39,39,39,1,110,0216,1915,D7,0.8717948717948718,0.8717948717948718,0.8717948717948718
1018210050,10,10,10,10,10,10,1,110,0216,1900,C4,1,1,1
1018210051,9,10,10,10,10,10,1,110,0216,1900,C4,0.9,1,1
1018210052,15,15,15,16,16,16,1,110,0216,1900,C1,0.9375,0.9375,0.9375
1018210053,12,12,12,20,20,20,1,110,0216,1900,C1,0.6,0.6,0.6
1018210055,29,29,29,29,29,29,1,110,0216,2004,D1,1,1,1
1018210058,10,10,10,10,10,10,1,110,0216,1910,C4,1,1,1
1018210064,45,46,46,46,46,46,1,110,0216,1920,C4,0.9782608695652174,1,1
1018220008,15,15,15,15,15,15,1,110,0216,1900,C1,1,1,1
1018220009,10,10,10,10,10,10,1,110,0216,1900,C4,1,1,1
1018220011,10,10,10,10,10,10,1,110,0216,1900,C4,1,1,1
1018220017,20,20,20,20,20,20,1,110,0216,1920,C4,1,1,1
1018220018,20,20,20,20,20,20,1,110,0216,1900,C4,1,1,1
1018220024,50,50,50,51,51,51,1,110,0216,1915,D7,0.9803921568627451,0.9803921568627451,0.9803921568627451
1018220029,59,59,59,60,60,60,1,110,0216,1920,D1,0.9833333333333333,0.9833333333333333,0.9833333333333333
1018220038,29,29,29,29,29,29,1,110,0216,1900,D1,1,1,1
1018220041,5,0,0,5,5,5,1,110,0216,1910,C2,1,0,0
1018220050,0,1,0,20,20,20,1,110,0216,1900,C4,0,0.05,0
1018220055,21,21,21,40,40,40,1,110,0216,1900,C1,0.525,0.525,0.525
1018220058,10,10,10,11,11,11,1,110,0216,1910,C5,0.9090909090909091,0.9090909090909091,0.9090909090909091
1018230006,10,10,10,10,10,10,1,110,0216,1900,C4,1,1,1
1018230007,9,10,10,10,10,10,1,110,0216,1900,C4,0.9,1,1
1018230010,47,47,47,48,48,48,1,110,0216,1904,D4,0.9791666666666666,0.9791666666666666,0.9791666666666666
1018230022,10,10,10,10,10,10,1,110,0216,1900,C4,1,1,1
1018230023,10,10,10,10,10,10,1,110,0216,1900,C4,1,1,1
1018230025,10,10,10,10,10,10,1,110,0216,1900,C4,1,1,1
1018230026,10,10,10,10,10,10,1,110,0216,1900,C4,1,1,1
1018230027,10,10,10,10,10,10,1,110,0216,1900,C4,1,1,1
1018230031,9,9,9,11,11,11,1,110,0216,1900,C7,0.8181818181818182,0.8181818181818182,0.8181818181818182
1018230032,8,8,8,9,9,9,1,110,0216,1900,C7,0.8888888888888888,0.8888888888888888,0.8888888888888888
1018230037,5,0,0,6,6,6,1,110,0216,1910,C2,0.8333333333333334,0,0
1018230038,11,11,11,11,11,11,1,110,0216,1900,C4,1,1,1
1018230039,11,11,11,12,12,12,1,110,0216,1900,C4,0.9166666666666666,0.9166666666666666,0.9166666666666666
1018230041,10,10,0,20,20,20,1,110,0216,1900,C4,0.5,0.5,0
1018230042,31,31,31,31,31,31,1,110,0216,1900,C4,1,1,1
1018230045,2,2,2,10,10,10,1,110,0216,1900,C4,0.2,0.2,0.2
1018230046,10,10,10,10,10,10,1,110,0216,1900,C4,1,1,1
1018250033,4,4,4,8,8,8,1,110,0218,1900,C7,0.5,0.5,0.5
1018250041,16,16,16,16,16,16,1,110,0218,1910,C7,1,1,1
1018250043,21,21,21,21,21,21,1,110,0218,2007,D7,1,1,1
1018250063,0,0,31,31,31,31,1,110,0218,1921,D7,0,0,1
1018250064,0,0,9,9,9,9,1,110,0218,1900,C7,0,0,1
1018250139,0,0,1,8,8,8,1,110,0218,1900,D6,0,0,0.125
1018260006,4,4,4,30,30,30,1,110,0216,1900,C1,0.13333333333333333,0.13333333333333333,0.13333333333333333
1018260008,91,91,91,91,91,91,1,110,0216,1915,D1,1,1,1
1018260018,20,17,15,25,25,25,1,110,0216,1926,D1,0.8,0.68,0.6
1018260022,24,22,22,30,30,30,1,110,0216,1921,D1,0.8,0.7333333333333333,0.7333333333333333
1018260040,18,18,18,18,18,18,1,110,0216,1910,C1,1,1,1
1018260042,18,18,18,18,18,18,1,110,0216,1910,C1,1,1,1
1018260044,21,21,21,21,21,21,1,110,0216,1910,D1,1,1,1
1018260046,21,21,21,21,21,21,1,110,0216,1910,D1,1,1,1
1018270016,24,24,24,25,25,25,1,110,0216,1920,D1,0.96,0.96,0.96
1018270020,24,24,24,25,25,25,1,110,0216,1920,D1,0.96,0.96,0.96
1018270022,24,24,24,24,24,24,1,110,0216,1920,C1,1,1,1
1018270047,0,0,1,8,8,8,1,110,0216,1890,C5,0,0,0.125
1018270140,7,7,7,7,7,7,1,110,0216,1900,C5,1,1,1
1018280030,16,16,16,28,28,28,1,110,0216,1920,D1,0.5714285714285714,0.5714285714285714,0.5714285714285714
1018280032,15,16,15,26,26,26,1,110,0216,1920,D1,0.5769230769230769,0.6153846153846154,0.5769230769230769
1018280034,75,76,77,84,84,84,1,110,0216,1920,D1,0.8928571428571429,0.9047619047619048,0.9166666666666666
1018280038,24,24,24,24,24,24,1,110,0216,1910,C1,1,1,1
1018280042,9,9,9,26,26,26,1,110,0216,1920,D1,0.34615384615384615,0.34615384615384615,0.34615384615384615
1018280060,15,15,15,15,15,15,1,110,0216,1910,C1,1,1,1
1018280061,9,9,9,9,9,9,1,110,0216,1910,C7,1,1,1
1018280063,30,30,30,30,30,30,1,110,0216,2010,D6,1,1,1
1018290001,12,12,12,13,13,13,1,110,0216,1900,C7,0.9230769230769231,0.9230769230769231,0.9230769230769231
1018290002,13,13,13,13,13,13,1,110,0216,1900,C7,1,1,1
1018290015,16,14,14,25,25,25,1,110,0216,1920,D1,0.64,0.56,0.56
1018290017,24,24,24,24,24,24,1,110,0216,1920,D1,1,1,1
1018290050,12,11,11,98,98,98,1,110,0216,1910,C1,0.12244897959183673,0.11224489795918367,0.11224489795918367
1018300029,30,30,30,30,30,30,1,110,0218,1920,D1,1,1,1
1018300052,9,10,10,10,10,10,1,110,0218,1900,C4,0.9,1,1
1018300053,10,10,0,10,10,10,1,110,0218,1900,C4,1,1,0
1018300057,9,9,9,20,20,20,1,110,0218,1900,C4,0.45,0.45,0.45
1018300058,11,11,11,20,20,20,1,110,0218,1900,C4,0.55,0.55,0.55
1018300060,10,10,0,10,10,10,1,110,0218,1900,C4,1,1,0
1018310001,8,8,8,13,13,13,1,110,0218,1910,C7,0.6153846153846154,0.6153846153846154,0.6153846153846154
1018310008,10,10,10,10,10,10,1,110,0218,1900,C4,1,1,1
1018310009,10,10,10,10,10,10,1,110,0218,1900,C4,1,1,1
1018310012,10,10,10,10,10,10,1,110,0218,1900,C4,1,1,1
1018310013,13,13,13,13,13,13,1,110,0218,1900,C4,1,1,1
1018310014,20,20,20,20,20,20,1,110,0218,1900,C1,1,1,1
1018310018,5,0,0,5,5,5,1,110,0218,1900,C2,1,0,0
1018310020,5,5,5,10,10,10,1,110,0218,1900,C4,0.5,0.5,0.5
1018310021,5,0,0,5,5,5,1,110,0218,2015,C2,1,0,0
1018310023,29,29,29,29,29,29,1,110,0218,2014,D3,1,1,1
1018310029,30,29,29,32,32,32,1,110,0218,1920,D7,0.9375,0.90625,0.90625
1018310040,24,24,24,24,24,24,1,110,0218,1900,C7,1,1,1
1018310043,35,35,35,35,35,35,1,110,0218,1910,C7,1,1,1
1018310047,10,10,0,10,10,10,1,110,0218,2013,D6,1,1,0
1018310053,12,12,12,12,12,12,1,110,0218,1920,C7,1,1,1
1018310116,5,0,0,5,5,5,1,110,0218,1900,C2,1,0,0
1018320013,15,15,14,58,58,58,1,107,0181,1907,D3,0.25862068965517243,0.25862068965517243,0.2413793103448276
1018320016,37,37,37,92,92,92,1,107,0181,1927,D3,0.40217391304347827,0.40217391304347827,0.40217391304347827
1018320043,184,181,181,247,247,247,1,107,0181,1969,D3,0.7449392712550608,0.7327935222672065,0.7327935222672065
1018360019,19,0,0,19,19,19,1,107,0189,1900,C4,1,0,0
1018360020,19,0,0,36,36,36,1,107,0189,1900,C4,0.5277777777777778,0,0
1018360021,3,3,3,14,14,14,1,107,0189,1900,C7,0.21428571428571427,0.21428571428571427,0.21428571428571427
1018360025,2,2,2,12,12,12,1,107,0189,1920,C7,0.16666666666666666,0.16666666666666666,0.16666666666666666
1018360026,1,1,1,12,12,12,1,107,0189,1920,C7,0.08333333333333333,0.08333333333333333,0.08333333333333333
1018360029,5,5,5,17,17,17,1,107,0189,1920,C7,0.29411764705882354,0.29411764705882354,0.29411764705882354
1018360031,5,5,5,28,28,28,1,107,0189,1900,D4,0.17857142857142858,0.17857142857142858,0.17857142857142858
1018360036,5,5,5,99,99,99,1,107,0189,1929,D4,0.050505050505050504,0.050505050505050504,0.050505050505050504
1018360037,6,5,5,60,60,60,1,107,0189,1904,D4,0.1,0.08333333333333333,0.08333333333333333
1018360041,18,18,18,19,19,19,1,107,0189,1900,C4,0.9473684210526315,0.9473684210526315,0.9473684210526315
1018360043,18,18,18,19,19,19,1,107,0189,1920,C4,0.9473684210526315,0.9473684210526315,0.9473684210526315
1018370026,3,3,3,20,20,20,1,107,0189,1930,C4,0.15,0.15,0.15
1018380021,46,46,46,49,49,49,1,107,0189,1925,D1,0.9387755102040817,0.9387755102040817,0.9387755102040817
1018380037,8,8,8,20,20,20,1,107,0189,1910,C5,0.4,0.4,0.4
1018380040,4,3,3,10,10,10,1,107,0189,1910,C5,0.4,0.3,0.3
1018380042,8,7,7,20,20,20,1,107,0189,1920,C5,0.4,0.35,0.35
1018380045,20,20,20,20,20,20,1,107,0189,1940,C4,1,1,1
1018380047,20,20,20,20,20,20,1,107,0189,1940,C4,1,1,1
1018390018,26,26,26,58,58,58,1,107,0189,1920,D3,0.4482758620689655,0.4482758620689655,0.4482758620689655
1018390021,3,3,3,11,11,11,1,107,0189,1920,C4,0.2727272727272727,0.2727272727272727,0.2727272727272727
1018390022,2,2,0,20,20,20,1,107,0189,1915,C1,0.1,0.1,0
1018390026,7,7,7,15,15,15,1,107,0189,1915,C4,0.4666666666666667,0.4666666666666667,0.4666666666666667
1018390027,2,2,2,10,10,10,1,107,0189,1925,C4,0.2,0.2,0.2
1018390028,8,8,8,20,20,20,1,107,0189,1910,C4,0.4,0.4,0.4
1018390037,0,2,0,14,14,14,1,107,0189,1987,D1,0,0.14285714285714285,0
1018390041,1,0,0,15,15,16,1,107,0189,1920,C4,0.06666666666666667,0,0
1018390125,2,3,3,8,8,8,1,107,0189,1915,C4,0.25,0.375,0.375
1018400001,4,0,4,16,16,16,1,107,0189,1925,C7,0.25,0,0.25
1018400003,10,10,10,25,25,25,1,107,0189,1926,D6,0.4,0.4,0.4
1018400012,6,6,6,10,10,10,1,107,0189,1920,C6,0.6,0.6,0.6
1018400033,3,0,0,35,35,35,1,107,0189,1920,D4,0.08571428571428572,0,0
1018400035,38,39,39,42,42,42,1,107,0189,1900,D4,0.9047619047619048,0.9285714285714286,0.9285714285714286
1018400056,7,7,7,15,15,15,1,107,0189,1925,C1,0.4666666666666667,0.4666666666666667,0.4666666666666667
1018400059,10,10,10,10,10,10,1,107,0189,1920,C5,1,1,1
1018400060,10,10,10,10,10,10,1,107,0189,1920,C5,1,1,1
1018400153,3,3,3,8,8,8,1,107,0189,1890,C5,0.375,0.375,0.375
1018410004,12,12,12,12,12,12,1,107,0189,1920,C7,1,1,1
1018410006,8,8,8,20,20,20,1,107,0189,1920,C4,0.4,0.4,0.4
1018410008,5,5,5,15,15,15,1,107,0189,1900,C1,0.3333333333333333,0.3333333333333333,0.3333333333333333
1018410010,6,7,7,20,20,20,1,107,0189,1900,C5,0.3,0.35,0.35
1018410011,2,2,2,10,10,10,1,107,0189,1900,C5,0.2,0.2,0.2
1018410054,6,7,7,20,20,20,1,107,0189,1900,C4,0.3,0.35,0.35
1018410055,4,4,6,15,15,15,1,107,0189,1900,C4,0.26666666666666666,0.26666666666666666,0.4
1018410058,2,2,2,10,10,10,1,107,0189,1920,C4,0.2,0.2,0.2
1018410061,11,11,11,12,12,12,1,107,0189,1920,C7,0.9166666666666666,0.9166666666666666,0.9166666666666666
1018410062,8,8,8,8,8,8,1,107,0189,1930,C7,1,1,1
1018410063,8,8,8,8,8,8,1,107,0189,1900,C7,1,1,1
1018410064,2,2,2,12,12,12,1,107,0189,1910,C7,0.16666666666666666,0.16666666666666666,0.16666666666666666
1018410160,3,3,3,14,14,14,1,107,0189,1900,C7,0.21428571428571427,0.21428571428571427,0.21428571428571427
1018420002,6,6,6,18,18,18,1,107,0193,1900,C7,0.3333333333333333,0.3333333333333333,0.3333333333333333
1018420003,2,2,2,8,8,8,1,107,0193,1920,C7,0.25,0.25,0.25
1018420004,4,4,4,9,9,9,1,107,0193,1920,C7,0.4444444444444444,0.4444444444444444,0.4444444444444444
1018420005,8,7,7,30,30,30,1,107,0193,1925,D1,0.26666666666666666,0.23333333333333334,0.23333333333333334
1018420007,13,0,0,24,24,24,1,107,0193,1908,D1,0.5416666666666666,0,0
1018420010,16,16,16,16,16,16,1,107,0193,1920,C7,1,1,1
1018420012,16,16,16,16,16,16,1,107,0193,1920,C7,1,1,1
1018420029,23,22,22,66,66,66,1,107,0193,1956,D1,0.3484848484848485,0.3333333333333333,0.3333333333333333
1018420039,6,6,6,20,20,20,1,107,0193,1901,D1,0.3,0.3,0.3
1018420047,4,3,3,17,17,17,1,107,0193,1920,C7,0.23529411764705882,0.17647058823529413,0.17647058823529413
1018420055,21,0,21,25,25,25,1,107,0193,1940,D1,0.84,0,0.84
1018420057,19,19,19,25,25,25,1,107,0193,1940,D1,0.76,0.76,0.76
1018420062,4,4,4,10,10,10,1,107,0193,1900,C7,0.4,0.4,0.4
1018420063,9,9,9,9,9,9,1,107,0193,1920,C7,1,1,1
1018430003,0,0,18,18,18,18,1,107,0193,1996,D6,0,0,1
1018430005,5,3,3,15,15,15,1,107,0193,1900,C4,0.3333333333333333,0.2,0.2
1018430014,22,22,22,22,22,22,1,107,0193,1941,C7,1,1,1
1018430015,24,24,24,24,24,24,1,107,0193,1941,C1,1,1,1
1018430016,18,18,18,24,24,24,1,107,0193,1929,C1,0.75,0.75,0.75
1018430017,9,9,9,24,24,24,1,107,0193,1910,D1,0.375,0.375,0.375
1018430022,14,14,14,30,30,30,1,107,0193,1905,D1,0.4666666666666667,0.4666666666666667,0.4666666666666667
1018430026,12,12,12,12,12,12,1,107,0193,1940,C4,1,1,1
1018430029,10,10,9,37,37,37,1,107,0193,1941,C5,0.2702702702702703,0.2702702702702703,0.24324324324324326
1018430031,7,7,7,15,15,15,1,107,0193,1941,C4,0.4666666666666667,0.4666666666666667,0.4666666666666667
1018430032,6,5,5,19,19,19,1,107,0193,1941,C5,0.3157894736842105,0.2631578947368421,0.2631578947368421
1018430034,20,17,17,94,94,94,1,107,0193,1913,C5,0.2127659574468085,0.18085106382978725,0.18085106382978725
1018430037,13,13,13,24,24,24,1,107,0193,1929,C1,0.5416666666666666,0.5416666666666666,0.5416666666666666
1018430040,13,13,13,24,24,24,1,107,0193,1929,C1,0.5416666666666666,0.5416666666666666,0.5416666666666666
1018430055,6,6,6,45,45,45,1,107,0193,1939,D1,0.13333333333333333,0.13333333333333333,0.13333333333333333
1018430058,10,10,10,10,10,10,1,107,0193,1923,C4,1,1,1
1018430060,7,7,7,15,15,15,1,107,0193,1929,C5,0.4666666666666667,0.4666666666666667,0.4666666666666667
1018430062,8,7,7,20,20,20,1,107,0193,1910,C7,0.4,0.35,0.35
1018440001,68,68,68,128,128,128,1,107,0193,1900,C7,0.53125,0.53125,0.53125
1018440033,6,5,5,67,67,67,1,107,0193,1900,D4,0.08955223880597014,0.07462686567164178,0.07462686567164178
1018440055,30,30,30,30,30,30,1,107,0193,1902,C4,1,1,1
1018440058,13,12,12,22,22,22,1,107,0193,1905,C7,0.5909090909090909,0.5454545454545454,0.5454545454545454
1018440155,7,7,7,7,7,7,1,107,0193,2000,D1,1,1,1
1018450005,13,13,13,13,13,13,1,107,0193,1900,C4,1,1,1
1018450058,8,8,0,30,30,30,1,107,0193,1925,C1,0.26666666666666666,0.26666666666666666,0
1018460003,19,19,19,24,24,24,1,110,019702,1900,C4,0.7916666666666666,0.7916666666666666,0.7916666666666666
1018460036,28,28,28,28,28,28,1,110,019702,1900,C4,1,1,1
1018460037,0,2,2,15,15,15,1,110,019702,1910,C4,0,0.13333333333333333,0.13333333333333333
1018460040,19,20,20,20,20,20,1,110,019702,1910,C4,0.95,1,1
1018460041,14,14,15,15,15,15,1,110,019702,1900,C4,0.9333333333333333,0.9333333333333333,1
1018460043,9,9,9,13,13,13,1,110,019702,1900,C7,0.6923076923076923,0.6923076923076923,0.6923076923076923
1018460044,3,3,3,30,30,30,1,110,019702,1900,D7,0.1,0.1,0.1
1018460047,9,9,9,13,13,13,1,110,019702,1900,C7,0.6923076923076923,0.6923076923076923,0.6923076923076923
1018460050,9,9,9,10,10,10,1,110,019702,1910,C4,0.9,0.9,0.9
1018460051,2,2,2,12,12,12,1,110,019702,1900,C4,0.16666666666666666,0.16666666666666666,0.16666666666666666
1018460052,28,28,28,28,28,28,1,110,019702,1915,D1,1,1,1
1018460054,10,10,10,10,10,10,1,110,019702,1900,C4,1,1,1
1018460056,5,0,0,5,5,5,1,110,019702,1900,C4,1,0,0
1018460059,1,1,1,10,10,10,1,110,019702,1900,C4,0.1,0.1,0.1
1018460060,16,0,16,16,16,16,1,110,019702,1900,C1,1,0,1
1018470003,4,0,0,8,8,8,1,110,019702,1900,C1,0.5,0,0
1018470042,47,47,47,59,59,59,1,110,019702,1920,D1,0.7966101694915254,0.7966101694915254,0.7966101694915254
1018470046,0,29,29,29,29,29,1,110,019702,1920,D1,0,1,1
1018470049,10,10,10,10,10,10,1,110,019702,1920,C4,1,1,1
1018470051,9,10,10,10,10,10,1,110,019702,1900,C4,0.9,1,1
1018470053,9,9,9,9,9,9,1,110,019702,1900,C7,1,1,1
1018470057,18,18,18,18,18,18,1,110,019702,1900,C1,1,1,1
1018470060,8,9,9,9,9,9,1,110,019702,1900,C7,0.8888888888888888,1,1
1018470061,5,0,0,20,20,20,1,110,019702,1900,C4,0.25,0,0
1018470066,0,15,15,24,24,24,1,110,019702,1900,C4,0,0.625,0.625
1018470068,0,52,52,59,59,59,1,110,019702,1920,D2,0,0.8813559322033898,0.8813559322033898
1018480003,3,3,3,10,10,10,1,110,020102,1900,C4,0.3,0.3,0.3
1018480004,10,10,10,10,10,10,1,110,020102,1900,C4,1,1,1
1018480005,10,10,10,10,10,10,1,110,020102,1900,C4,1,1,1
1018480007,15,15,15,15,15,15,1,110,020102,1900,C4,1,1,1
1018480008,15,15,15,15,15,15,1,110,020102,1900,C4,1,1,1
1018480009,15,15,15,15,15,15,1,110,020102,1900,C4,1,1,1
1018480010,15,15,15,15,15,15,1,110,020102,1900,C4,1,1,1
1018480011,10,10,10,10,10,10,1,110,020102,1900,C4,1,1,1
1018480012,13,13,13,13,13,13,1,110,020102,1900,C7,1,1,1
1018480013,9,9,9,9,9,9,1,110,020102,1900,C7,1,1,1
1018480014,9,9,9,9,9,9,1,110,020102,1900,C7,1,1,1
1018480016,18,18,18,18,18,18,1,110,020102,1900,C4,1,1,1
1018480017,9,9,9,10,10,10,1,110,020102,1900,C4,0.9,0.9,0.9
1018480018,9,9,9,9,9,9,1,110,020102,1900,C7,1,1,1
1018480025,4,0,0,4,4,4,1,110,020102,2007,C3,1,0,0
1018480031,0,34,34,49,49,49,1,110,020102,1927,D1,0,0.6938775510204082,0.6938775510204082
1018480036,12,12,12,66,66,66,1,110,020102,1912,D1,0.18181818181818182,0.18181818181818182,0.18181818181818182
1018480042,49,49,49,49,49,49,1,110,020102,1914,D1,1,1,1
1018480059,10,10,10,10,10,10,1,110,020102,1900,C4,1,1,1
1018480060,10,10,10,10,10,10,1,110,020102,1900,C4,1,1,1
1018480061,10,10,10,10,10,10,1,110,020102,1900,C4,1,1,1
1018480067,10,10,10,10,10,10,1,110,020102,1900,C4,1,1,1
1018490010,10,10,10,10,10,10,1,110,020102,1900,C4,1,1,1
1018490014,10,10,9,10,10,10,1,110,020102,1900,C4,1,1,0.9
1018490020,10,10,10,10,10,10,1,110,020102,1910,C4,1,1,1
1018490029,10,10,10,10,10,10,1,110,020102,1900,C4,1,1,1
1018490030,10,10,10,10,10,10,1,110,020102,1900,C4,1,1,1
1018490041,10,10,10,10,10,10,1,110,020102,1900,C4,1,1,1
1018490043,5,0,0,5,5,5,1,110,020102,1900,C4,1,0,0
1018490044,40,40,40,42,42,42,1,110,020102,1900,C1,0.9523809523809523,0.9523809523809523,0.9523809523809523
1018490048,12,12,12,12,12,12,1,110,020102,1900,C4,1,1,1
1018510005,37,36,34,92,92,92,1,107,0181,1927,D3,0.40217391304347827,0.391304347826087,0.3695652173913043
1018510008,245,245,244,418,418,418,1,107,0181,1968,D6,0.5861244019138756,0.5861244019138756,0.583732057416268
1018510012,0,5,5,140,140,140,1,107,0181,1930,D4,0,0.03571428571428571,0.03571428571428571
1018510016,8,8,8,60,60,60,1,107,0181,1920,D4,0.13333333333333333,0.13333333333333333,0.13333333333333333
1018520001,101,99,98,140,140,140,1,107,0185,1965,D3,0.7214285714285714,0.7071428571428572,0.7
1018520020,138,138,140,287,287,287,1,107,0185,1963,D3,0.4808362369337979,0.4808362369337979,0.4878048780487805
1018520031,142,142,140,287,287,287,1,107,0185,1958,D3,0.49477351916376305,0.49477351916376305,0.4878048780487805
1018590022,5,5,5,16,16,16,1,107,0189,1950,C4,0.3125,0.3125,0.3125
1018590023,3,3,3,10,10,10,1,107,0189,1950,C4,0.3,0.3,0.3
1018590024,13,12,11,36,36,36,1,107,0189,1950,D1,0.3611111111111111,0.3333333333333333,0.3055555555555556
1018590029,10,10,10,10,10,10,1,107,0189,1900,C1,1,1,1
1018590031,3,3,0,10,10,10,1,107,0189,1900,C7,0.3,0.3,0
1018590033,4,4,12,16,16,16,1,107,0189,1920,C7,0.25,0.25,0.75
1018590035,8,8,10,17,17,17,1,107,0189,1920,C7,0.47058823529411764,0.47058823529411764,0.5882352941176471
1018590037,7,7,7,18,18,18,1,107,0189,1920,C7,0.3888888888888889,0.3888888888888889,0.3888888888888889
1018600026,3,5,5,15,15,15,1,107,0189,1900,C4,0.2,0.3333333333333333,0.3333333333333333
1018600028,0,4,4,10,10,10,1,107,0189,1900,C6,0,0.4,0.4
1018600029,12,12,12,12,12,12,1,107,0189,1930,C7,1,1,1
1018600031,6,6,8,8,8,8,1,107,0189,1930,C7,0.75,0.75,1
1018600032,5,5,7,8,8,8,1,107,0189,1930,C7,0.625,0.625,0.875
1018600033,6,6,8,8,8,8,1,107,0189,1930,C7,0.75,0.75,1
1018600061,17,17,17,27,27,27,1,107,0189,1930,D7,0.6296296296296297,0.6296296296296297,0.6296296296296297
1018600063,6,5,5,13,13,13,1,107,0189,1925,C7,0.46153846153846156,0.38461538461538464,0.38461538461538464
1018600064,5,5,5,13,13,13,1,107,0189,1925,C7,0.38461538461538464,0.38461538461538464,0.38461538461538464
1018600128,0,2,2,10,10,10,1,107,0189,1930,C6,0,0.2,0.2
1018610001,5,5,5,12,12,12,1,107,0193,1925,C7,0.4166666666666667,0.4166666666666667,0.4166666666666667
1018610003,13,13,13,13,13,13,1,107,0193,1925,C7,1,1,1
1018610005,5,5,5,20,20,20,1,107,0193,1920,C4,0.25,0.25,0.25
1018610020,2,2,2,10,10,10,1,107,0193,1915,C1,0.2,0.2,0.2
1018610021,3,3,3,10,10,10,1,107,0193,1925,C1,0.3,0.3,0.3
1018610025,2,2,2,14,14,14,1,107,0193,1910,C4,0.14285714285714285,0.14285714285714285,0.14285714285714285
